id_leitura;data_leitura;id_sensor;tipo_equipamento;temp_ambiente;temp_processo;rotacao_rpm;pressao_hidraulica_bar;vibracao_acumulada;status_falha;alerta_fadiga_material;alerta_sobreaquecimento;alerta_pressao_critica;alerta_sobrecarga_eixo;alerta_falha_eletronica;observacoes_operador
304;13/01/2024 14:59;M15163;M;2978;3084;14790;435;143;0;0;0;0;0;0;Verificar vibração
305;13/01/2024 15:59;L47484;L;2978;3084;17370;275;146;0;0;0;0;0;0;
306;13/01/2024 16:59;L47485;L;2978;3084;21290;192;148;0;0;0;0;0;0;
307;13/01/2024 17:59;L47486;L;2978;3084;13740;471;150;0;0;0;0;0;0;
308;13/01/2024 18:59;M15167;M;2978;3084;15790;366;152;0;0;0;0;0;0;
309;13/01/2024 19:59;L47488;L;2979;3085;13050;472;155;0;0;0;0;0;0;
310;13/01/2024 20:59;M15169;M;2979;3085;14490;408;157;0;0;0;0;0;0;
311;13/01/2024 21:59;H29724;H;2980;3086;15260;418;160;0;0;0;0;0;0;
312;13/01/2024 22:59;M15171;M;2980;3086;14530;441;165;0;0;0;0;0;0;
313;13/01/2024 23:59;L47492;L;2979;3086;14680;;168;0;0;0;0;0;0;
314;14/01/2024 00:59;L47493;L;2980;3086;13130;508;170;0;0;0;0;0;0;
315;14/01/2024 01:59;M15174;M;2979;3085;13000;530;172;0;0;0;0;0;0;
316;14/01/2024 02:59;L47495;L;2979;3084;16460;406;175;0;0;0;0;0;0;Verificar vibração
317;14/01/2024 03:59;L47496;L;2978;3084;17140;332;177;0;0;0;0;0;0;
318;14/01/2024 04:59;L47497;L;2978;3084;16850;284;179;0;0;0;0;0;0;
319;14/01/2024 05:59;L47498;L;2978;3084;15120;399;181;0;0;0;0;0;0;
320;14/01/2024 06:59;L47499;L;2978;3084;16120;321;183;0;0;0;0;0;0;
321;14/01/2024 07:59;H29734;H;2978;3084;15500;382;185;0;0;0;0;0;0;
322;14/01/2024 08:59;L47501;L;2978;3084;15180;325;190;0;0;0;0;0;0;
323;14/01/2024 09:59;L47502;L;2978;3085;14480;400;192;0;0;0;0;0;0;
324;14/01/2024 10:59;L47503;L;2978;3085;15610;463;194;0;0;0;0;0;0;
325;14/01/2024 11:59;M15184;M;2978;3085;14880;419;196;0;0;0;0;0;0;
326;14/01/2024 12:59;L47505;L;2978;3085;16990;278;199;0;0;0;0;0;0;
327;14/01/2024 13:59;L47506;L;2977;3085;15010;414;201;0;0;0;0;0;0;
328;14/01/2024 14:59;L47507;L;2977;3085;13730;567;203;1;0;0;0;1;0;
329;14/01/2024 15:59;H29742;H;2976;3084;17030;314;205;0;0;0;0;0;0;
330;14/01/2024 16:59;H29743;H;2977;3085;17200;299;210;0;;0;0;0;0;
331;14/01/2024 17:59;M15190;M;2976;3084;13980;419;215;0;0;0;0;0;0;
332;14/01/2024 18:59;M15191;M;2976;3084;13910;519;218;0;0;0;0;0;0;
333;14/01/2024 19:59;M15192;M;2976;3083;15380;;0;0;0;0;0;0;0;
334;14/01/2024 20:59;L47513;L;2975;3082;16470;313;3;0;0;0;0;0;0;
335;14/01/2024 21:59;M15194;M;2975;3081;14690;;5;0;0;0;0;0;0;
336;14/01/2024 22:59;L47515;L;2974;3081;17490;;8;0;0;0;0;0;0;
337;14/01/2024 23:59;M15196;M;2976;3082;19950;205;10;0;0;0;0;0;0;
338;15/01/2024 00:59;L47517;L;2976;3083;17420;277;13;0;0;0;0;0;0;Verificar vibração
339;15/01/2024 01:59;L47518;L;2975;3082;15630;382;15;0;0;0;0;0;0;
340;15/01/2024 02:59;M15199;M;2975;3082;17130;322;17;0;0;0;0;0;0;
341;15/01/2024 03:59;L47520;L;2974;3081;14740;394;20;0;0;0;0;0;0;
342;15/01/2024 04:59;M15201;M;2974;3082;15300;326;22;0;0;0;0;0;0;
343;15/01/2024 05:59;L47522;L;2974;3082;14710;465;25;0;0;0;0;0;0;
344;15/01/2024 06:59;L47523;L;2975;3083;13880;486;27;0;0;0;0;0;0;
345;15/01/2024 07:59;M15204;M;2975;3082;24480;138;29;0;0;0;0;0;0;
346;15/01/2024 08:59;L47525;L;2975;3083;15850;329;32;0;0;0;0;0;0;
347;15/01/2024 09:59;M15206;M;2975;3083;14590;452;34;0;0;0;0;0;0;
348;15/01/2024 10:59;L47527;L;2975;3083;15440;;37;0;0;0;0;0;0;
349;15/01/2024 11:59;L47528;L;2976;3083;16170;317;39;0;0;0;0;0;0;
350;15/01/2024 12:59;L47529;L;2976;3083;15950;343;41;0;0;0;0;0;0;
351;15/01/2024 13:59;H29764;H;2976;3083;14000;443;43;0;0;0;0;0;0;
352;15/01/2024 14:59;M15211;M;2976;3084;16110;310;48;0;0;0;0;0;0;
353;15/01/2024 15:59;M15212;M;2976;3084;15070;460;51;0;0;0;0;0;0;
354;15/01/2024 16:59;H29767;H;2975;3083;16740;300;54;0;0;0;0;0;0;
355;15/01/2024 17:59;L47534;L;2976;3083;16580;343;59;0;0;0;0;0;0;
356;15/01/2024 18:59;L47535;L;2976;3083;16230;369;61;0;0;0;0;0;0;
357;15/01/2024 19:59;M15216;M;2976;3084;13980;;63;0;0;0;0;0;0;
358;15/01/2024 20:59;L47537;L;2976;3084;15170;342;66;0;0;0;0;0;0;
359;15/01/2024 21:59;M15218;M;2976;3083;14670;367;68;0;0;0;0;0;0;
360;15/01/2024 22:59;M15219;M;2976;3083;15670;346;71;0;0;0;0;0;0;
361;15/01/2024 23:59;M15220;M;2975;3083;15210;382;74;0;0;0;0;0;0;
362;16/01/2024 00:59;L47541;L;2975;3083;15960;368;77;0;0;0;0;0;0;
363;16/01/2024 01:59;H29776;H;2976;3083;16400;309;79;0;0;0;0;0;0;
364;16/01/2024 02:59;L47543;L;2976;3083;14380;478;84;0;0;0;0;0;0;
365;16/01/2024 03:59;L47544;L;2976;3084;14070;552;86;0;0;0;0;0;0;
366;16/01/2024 04:59;L47545;L;2976;3084;13530;575;88;0;0;0;0;0;0;
367;16/01/2024 05:59;M15226;M;2976;3085;15520;409;90;0;0;0;0;0;0;
368;16/01/2024 06:59;M15227;M;2976;3084;15690;383;93;0;0;0;0;0;0;
369;16/01/2024 07:59;L47548;L;2975;3084;14890;395;96;0;0;0;0;0;0;Verificar vibração
370;16/01/2024 08:59;H29783;H;2975;3084;15870;361;98;0;0;0;0;0;0;
371;16/01/2024 09:59;M15230;M;2975;3083;16220;372;103;0;0;0;0;0;0;
372;16/01/2024 10:59;L47551;L;2975;3084;16040;;106;0;0;0;0;0;0;
373;16/01/2024 11:59;M15232;M;2974;3083;14050;517;108;0;0;0;0;0;0;
374;16/01/2024 12:59;L47553;L;2974;3083;14120;420;111;0;0;0;0;0;0;
375;16/01/2024 13:59;L47554;L;2974;3083;14310;430;113;0;0;0;0;0;0;
376;16/01/2024 14:59;L47555;L;2974;3082;15330;374;115;0;0;0;0;0;0;
377;16/01/2024 15:59;M15236;M;2974;3082;14010;519;117;0;0;0;0;0;0;
378;16/01/2024 16:59;M15237;M;2974;3082;14240;;120;0;0;0;0;0;0;
379;16/01/2024 17:59;L47558;L;2973;3082;17540;294;123;0;0;0;0;0;0;
380;16/01/2024 18:59;L47559;low;2973;3082;17540;268;125;0;0;0;0;0;0;
381;16/01/2024 19:59;L47560;L;2975;3083;-9990;128;127;1;0;0;10;0;0;
382;16/01/2024 20:59;L47561;L;2975;3085;15460;404;129;0;0;0;0;0;0;
383;16/01/2024 21:59;L47562;low;2975;3085;13350;480;131;0;0;0;0;0;0;
384;16/01/2024 22:59;M15243;M;2975;3086;18420;270;133;0;0;0;0;0;0;
385;16/01/2024 23:59;L47564;L;2975;3085;17120;268;136;0;0;0;0;0;0;
386;17/01/2024 00:59;M15245;M;2976;3086;14140;454;138;0;0;0;0;0;0;
387;17/01/2024 01:59;L47566;L;2976;3087;13190;509;141;0;0;0;0;0;0;
388;17/01/2024 02:59;L47567;L;2977;3087;12490;604;143;0;0;0;0;0;0;
389;17/01/2024 03:59;L47568;L;2976;3087;14550;482;145;0;0;0;0;0;0;
390;17/01/2024 04:59;M15249;M;2976;3087;14080;548;147;0;0;0;0;0;0;Verificar vibração
391;17/01/2024 05:59;L47570;L;2976;3087;14600;467;150;0;0;0;0;0;0;
392;17/01/2024 06:59;L47571;L;2976;3086;14910;381;152;0;0;0;0;0;0;Verificar vibração
393;17/01/2024 07:59;M15252;M;2976;3085;14900;434;154;0;0;0;0;0;0;
394;17/01/2024 08:59;M15253;M;2975;3084;13500;522;157;0;0;0;0;0;0;
395;17/01/2024 09:59;L47574;L;2975;3084;15280;399;160;0;0;0;0;0;0;Verificar vibração
396;17/01/2024 10:59;L47575;L;2974;3083;15710;377;162;0;0;0;0;0;0;
397;17/01/2024 11:59;L47576;L;2974;3083;14900;426;164;0;0;0;0;0;0;
398;17/01/2024 12:59;M15257;medium;2974;3083;17740;289;166;0;0;0;0;0;0;
399;17/01/2024 13:59;H29812;H;2974;3083;15020;436;169;0;0;0;0;0;0;
400;17/01/2024 14:59;L47579;L;2974;3084;13920;497;174;0;0;0;0;0;0;
401;17/01/2024 15:59;L47580;L;2974;3085;21000;169;176;0;0;0;0;0;0;
402;17/01/2024 16:59;L47581;L;2975;3085;17220;304;178;0;0;0;0;0;0;
403;17/01/2024 17:59;L47582;low;2974;3086;16780;323;180;0;0;0;0;0;0;
404;17/01/2024 18:59;L47583;L;2973;3086;12730;598;182;0;0;0;0;0;0;
405;17/01/2024 19:59;L47584;L;2973;3086;12970;459;184;0;0;0;0;0;0;
406;17/01/2024 20:59;L47585;L;2973;3085;13500;576;186;0;0;0;0;0;0;
407;17/01/2024 21:59;L47586;L;2974;3086;14390;519;188;0;0;0;0;0;0;
408;17/01/2024 22:59;M15267;M;2974;3085;16000;;190;0;0;0;0;0;0;
409;17/01/2024 23:59;M15268;M;2974;3086;14340;444;193;0;0;0;0;0;0;
410;18/01/2024 00:59;L47589;L;2974;3086;14590;413;196;0;0;0;0;0;0;
411;18/01/2024 01:59;M15270;M;2975;3086;14720;449;198;0;0;0;0;0;0;
412;18/01/2024 02:59;L47591;L;2975;3087;14290;443;201;0;0;0;0;0;0;
413;18/01/2024 03:59;L47592;low;2975;3086;13880;482;203;0;0;0;0;0;0;
414;18/01/2024 04:59;L47593;L;2974;3084;15730;345;205;0;0;0;0;0;0;
415;18/01/2024 05:59;L47594;L;2974;3084;15880;325;207;0;0;0;0;0;0;
416;18/01/2024 06:59;L47595;L;2975;3084;15110;428;209;0;0;0;0;0;0;
417;18/01/2024 07:59;L47596;L;2974;3085;14950;378;211;0;0;0;0;0;0;
418;18/01/2024 08:59;L47597;L;2974;3084;13940;501;213;0;0;0;0;0;0;
419;18/01/2024 09:59;L47598;L;2974;3084;21510;177;0;0;0;0;0;0;0;
420;18/01/2024 10:59;M15279;M;2973;3083;15010;382;2;0;0;0;0;0;0;
421;18/01/2024 11:59;M15280;M;2973;3083;13010;396;5;0;0;0;0;0;0;
422;18/01/2024 12:59;M15281;M;2973;3083;16570;311;8;0;0;0;0;0;0;
423;18/01/2024 13:59;L47602;L;2973;3083;13330;552;11;0;0;0;0;0;0;
424;18/01/2024 14:59;L47603;L;2973;3083;14840;439;13;0;0;0;0;0;0;
425;18/01/2024 15:59;L47604;L;2973;3084;14300;457;15;0;0;0;0;0;0;
426;18/01/2024 16:59;M15285;M;2973;3084;16650;289;17;0;0;0;0;0;0;
427;18/01/2024 17:59;L47606;L;2974;3085;15010;449;20;0;0;0;0;0;0;
428;18/01/2024 18:59;M15287;M;2975;3085;14960;422;22;0;0;0;0;0;0;Verificar vibração
429;18/01/2024 19:59;M15288;M;2976;3086;15950;369;25;0;0;0;0;0;0;
430;18/01/2024 20:59;L47609;L;2975;3086;12080;623;28;0;0;0;0;0;0;Verificar vibração
431;18/01/2024 21:59;L47610;L;2975;3086;15960;371;30;0;0;0;0;0;0;
432;18/01/2024 22:59;L47611;L;2975;3085;14460;419;32;0;0;0;0;0;0;
433;18/01/2024 23:59;M15292;M;2976;3085;14660;397;34;0;0;0;0;0;0;
434;19/01/2024 00:59;M15293;M;2976;3085;18480;237;37;0;0;0;0;0;0;
435;19/01/2024 01:59;M15294;M;2975;3085;14840;447;40;0;0;0;;0;0;
436;19/01/2024 02:59;L47615;L;2974;3083;14930;412;43;0;0;0;0;0;0;
437;19/01/2024 03:59;L47616;L;2973;3083;15040;363;45;0;0;0;0;0;0;
438;19/01/2024 04:59;L47617;L;2973;3083;15380;385;47;0;0;0;0;0;0;
439;19/01/2024 05:59;L47618;L;2974;3084;13410;522;49;0;0;0;0;0;0;
440;19/01/2024 06:59;M15299;M;2974;3083;15350;346;51;0;0;0;0;0;0;
441;19/01/2024 07:59;L47620;L;2974;3085;13890;392;54;0;0;0;0;0;0;
442;19/01/2024 08:59;H29855;H;2975;3085;13930;466;56;0;0;0;0;0;0;
443;19/01/2024 09:59;L47622;L;2974;3085;13990;615;61;1;0;0;10;0;0;
444;19/01/2024 10:59;H29857;H;2974;3085;14690;451;63;0;0;0;0;0;0;
445;19/01/2024 11:59;L47624;L;2974;3084;15820;372;68;0;0;0;0;0;0;
446;19/01/2024 12:59;L47625;L;2975;3086;17930;267;70;0;0;0;0;0;0;
447;19/01/2024 13:59;L47626;L;2975;3086;14520;390;72;0;0;0;0;0;0;
448;19/01/2024 14:59;M15307;medium;2976;3087;13760;599;74;0;0;0;0;0;0;
449;19/01/2024 15:59;L47628;L;2975;3086;15520;449;77;0;0;0;0;0;0;
450;19/01/2024 16:59;L47629;L;2976;3087;16220;379;79;0;0;0;0;0;0;
451;19/01/2024 17:59;M15310;M;2976;3087;14190;417;81;0;0;0;0;0;0;
452;19/01/2024 18:59;H29865;H;2975;3086;14400;461;84;0;0;0;0;0;0;
453;19/01/2024 19:59;M15312;M;2974;3086;16430;310;89;0;0;0;0;0;0;
454;19/01/2024 20:59;L47633;L;2974;3087;15100;362;92;0;0;0;0;0;0;
455;19/01/2024 21:59;L47634;L;2974;3087;14680;466;94;0;0;0;0;0;0;
456;19/01/2024 22:59;L47635;L;2974;3087;14290;574;96;0;0;0;0;0;0;
457;19/01/2024 23:59;H29870;H;2973;3087;14780;;98;0;0;0;0;0;0;
458;20/01/2024 00:59;L47637;L;2974;3086;12760;536;103;0;0;0;0;0;0;
459;20/01/2024 01:59;L47638;L;2973;3086;14860;426;105;0;0;0;0;0;0;
460;20/01/2024 02:59;L47639;L;2974;3086;14760;423;107;0;0;0;0;0;0;
461;20/01/2024 03:59;H29874;H;2973;3086;14310;420;109;0;0;0;0;0;0;
462;20/01/2024 04:59;L47641;L;2974;3087;14020;402;114;0;0;0;;0;0;
463;20/01/2024 05:59;L47642;low;2974;3087;14330;434;116;0;0;0;0;0;0;
464;20/01/2024 06:59;L47643;L;2974;3087;28740;42;118;1;0;0;10;0;0;
465;20/01/2024 07:59;L47644;L;2973;3086;15110;357;120;0;0;0;0;0;0;
466;20/01/2024 08:59;M15325;M;2973;3086;14560;429;122;0;0;0;0;0;0;
467;20/01/2024 09:59;L47646;L;2972;3085;15500;415;125;0;0;0;0;0;0;
468;20/01/2024 10:59;L47647;L;2972;3085;21820;165;127;0;0;0;0;0;0;
469;20/01/2024 11:59;L47648;L;2973;3087;16190;316;129;0;0;0;0;0;0;
470;20/01/2024 12:59;M15329;M;2973;3088;15860;327;131;0;0;0;0;0;0;
471;20/01/2024 13:59;H29884;H;2973;3088;14990;;134;0;0;0;0;0;0;
472;20/01/2024 14:59;H29885;H;2973;3088;14190;424;139;0;0;0;0;0;0;
473;20/01/2024 15:59;M15332;M;2974;3090;14970;;144;0;0;0;0;0;0;
474;20/01/2024 16:59;M15333;M;2974;3090;15200;370;147;0;0;0;0;0;0;
475;20/01/2024 17:59;L47654;L;2974;3091;14780;498;150;0;0;0;0;0;0;
476;20/01/2024 18:59;L47655;L;2974;3091;13800;411;152;0;0;0;0;0;0;
477;20/01/2024 19:59;L47656;L;2974;3090;15700;379;154;0;0;0;0;0;0;
478;20/01/2024 20:59;H29891;H;2974;3090;14680;414;156;0;0;0;0;0;0;
479;20/01/2024 21:59;L47658;L;2974;3090;18330;226;161;0;0;0;0;0;0;
480;20/01/2024 22:59;M15339;M;2974;3089;13230;573;163;0;0;0;0;0;0;
481;20/01/2024 23:59;L47660;L;2974;3090;15830;320;166;0;0;0;0;0;0;
482;21/01/2024 00:59;M15341;M;2973;3090;15560;395;168;0;0;0;0;0;0;
483;21/01/2024 01:59;L47662;L;2973;3090;15480;374;171;0;0;0;0;0;0;
484;21/01/2024 02:59;L47663;L;2974;3090;13240;569;173;0;0;0;0;0;0;
485;21/01/2024 03:59;L47664;L;2974;3090;15680;337;175;0;0;0;0;0;0;
486;21/01/2024 04:59;M15345;M;2974;3090;16850;307;177;0;0;0;0;0;0;
487;21/01/2024 05:59;M15346;M;2974;3091;15820;;180;0;0;0;0;0;0;
488;21/01/2024 06:59;M15347;M;2974;3091;14630;350;183;0;0;0;0;0;0;
489;21/01/2024 07:59;L47668;L;2974;3092;15840;428;186;0;0;0;0;0;0;
490;21/01/2024 08:59;M15349;M;2975;3092;13470;558;188;0;0;0;0;0;0;
491;21/01/2024 09:59;L47670;L;2974;3092;14590;379;191;0;0;0;0;0;0;
492;21/01/2024 10:59;L47671;L;2974;3092;14200;456;193;0;0;0;0;0;0;
493;21/01/2024 11:59;L47672;L;2975;3093;14040;435;195;0;0;0;0;0;0;
494;21/01/2024 12:59;L47673;L;2975;3093;14700;388;197;0;0;0;0;0;0;
495;21/01/2024 13:59;L47674;L;2976;3094;13260;498;199;0;0;0;0;0;0;
496;21/01/2024 14:59;H29909;H;2975;3093;14590;497;201;0;0;0;0;0;0;
497;21/01/2024 15:59;M15356;M;2975;3092;15300;400;206;0;0;0;0;0;0;
498;21/01/2024 16:59;L47677;L;2974;3090;15050;392;209;0;0;0;0;0;0;Verificar vibração
499;21/01/2024 17:59;L47678;L;2975;3091;16110;302;211;0;0;0;0;0;0;
500;21/01/2024 18:59;L47679;L;2975;3091;15150;351;213;0;0;0;0;0;0;
501;21/01/2024 19:59;M15360;M;2975;3092;18040;274;215;0;0;0;0;0;0;
502;21/01/2024 20:59;M15361;M;2976;3093;14640;462;218;0;0;0;0;0;0;
503;21/01/2024 21:59;L47682;L;2976;3092;13900;433;221;0;0;0;0;0;0;
504;21/01/2024 22:59;M15363;M;2976;3092;14420;481;0;0;0;0;0;0;0;
505;21/01/2024 23:59;M15364;M;2976;3093;15290;419;3;0;0;0;0;0;0;
506;22/01/2024 00:59;L47685;L;2976;3093;16100;350;6;0;0;0;0;0;0;
507;22/01/2024 01:59;L47686;L;2976;3093;15430;343;8;0;0;0;0;0;0;
508;22/01/2024 02:59;H29921;H;2978;3094;14450;482;10;0;0;0;0;0;0;
509;22/01/2024 03:59;L47688;L;2977;3093;18930;246;15;0;0;0;0;0;0;
510;22/01/2024 04:59;M15369;M;2976;3093;14150;413;17;0;0;0;0;0;0;
511;22/01/2024 05:59;L47690;L;2975;3093;15640;375;20;0;0;0;0;0;0;
512;22/01/2024 06:59;L47691;L;2975;3093;14790;394;22;0;0;0;0;0;0;
513;22/01/2024 07:59;L47692;L;2975;3092;14260;448;24;0;0;0;0;0;0;
514;22/01/2024 08:59;L47693;L;2974;3092;14280;388;26;0;0;0;0;0;0;
515;22/01/2024 09:59;L47694;L;2974;3092;16200;;28;0;0;0;0;0;0;
516;22/01/2024 10:59;L47695;L;2975;3092;17150;;30;0;0;0;0;0;0;
517;22/01/2024 11:59;L47696;L;2975;3093;17320;299;32;0;0;0;0;0;0;
518;22/01/2024 12:59;M15377;M;2975;3094;13910;582;34;0;0;0;0;0;0;
519;22/01/2024 13:59;L47698;L;2976;3095;19240;206;37;0;0;0;0;0;0;
520;22/01/2024 14:59;M15379;M;2977;3095;20270;198;39;0;0;0;0;0;0;
521;22/01/2024 15:59;L47700;L;2976;3095;16170;362;42;0;0;0;0;0;0;
522;22/01/2024 16:59;L47701;L;2975;3094;14970;358;44;0;0;0;0;0;0;
523;22/01/2024 17:59;M15382;M;2975;3095;14480;437;46;0;0;0;0;0;0;
524;22/01/2024 18:59;L47703;L;2974;3094;14010;459;49;0;0;0;0;0;0;
525;22/01/2024 19:59;L47704;L;2974;3094;16200;354;51;0;0;0;0;0;0;
526;22/01/2024 20:59;L47705;L;2974;3094;14660;455;53;0;0;0;0;0;0;
527;22/01/2024 21:59;L47706;L;2976;3095;13730;506;55;0;0;0;0;0;0;
528;22/01/2024 22:59;M15387;M;2976;3096;15920;358;57;0;0;0;0;0;0;
529;22/01/2024 23:59;M15388;M;2975;3095;15530;424;60;0;0;0;0;0;0;
530;23/01/2024 00:59;L47709;L;2976;3095;15690;362;63;0;0;0;0;0;0;
531;23/01/2024 01:59;M15390;M;2976;3095;17090;322;65;0;0;0;0;0;0;
532;23/01/2024 02:59;L47711;L;2976;3095;15490;349;68;0;0;0;0;0;0;
533;23/01/2024 03:59;L47712;L;2975;3094;14430;454;70;0;0;0;0;0;0;
534;23/01/2024 04:59;L47713;L;2975;3093;16750;298;72;0;0;0;0;0;0;
535;23/01/2024 05:59;L47714;L;2975;3093;16230;334;74;0;0;0;0;0;0;
536;23/01/2024 06:59;H29949;H;2974;3093;13650;524;76;0;0;0;0;0;0;
537;23/01/2024 07:59;L47716;L;2974;3093;17590;248;81;0;0;0;0;0;0;
538;23/01/2024 08:59;H29951;H;2974;3093;15160;430;83;0;0;0;0;0;0;
539;23/01/2024 09:59;M15398;M;2974;3093;14990;368;88;0;0;0;0;0;0;Verificar vibração
540;23/01/2024 10:59;M15399;M;2974;3093;17750;258;91;0;0;0;0;0;0;
541;23/01/2024 11:59;L47720;L;2974;3094;14730;455;94;0;0;0;0;0;0;
542;23/01/2024 12:59;L47721;L;2974;3094;12960;523;96;0;0;0;0;0;0;
543;23/01/2024 13:59;L47722;L;2975;3094;18030;247;98;0;0;0;0;0;0;
544;23/01/2024 14:59;H29957;H;2975;3093;15630;361;100;0;0;0;0;0;0;Verificar vibração
545;23/01/2024 15:59;M15404;M;2975;3094;18310;266;105;0;0;0;0;0;0;
546;23/01/2024 16:59;L47725;L;2976;3094;19580;221;108;0;0;0;0;0;0;
547;23/01/2024 17:59;L47726;L;2975;3094;18090;243;110;0;0;0;0;0;0;
548;23/01/2024 18:59;M15407;M;2975;3094;14820;393;112;0;0;0;0;0;0;Verificar vibração
549;23/01/2024 19:59;L47728;L;2974;3093;13320;532;115;0;0;0;0;0;0;
550;23/01/2024 20:59;L47729;L;2974;3092;14370;404;117;0;0;0;0;0;0;
551;23/01/2024 21:59;L47730;L;2974;3092;16980;294;119;0;0;0;0;0;0;
552;23/01/2024 22:59;L47731;L;2974;3092;12740;543;121;0;0;0;0;0;0;
553;23/01/2024 23:59;M15412;M;2974;3093;16220;350;123;0;0;0;0;0;0;Verificar vibração
554;24/01/2024 00:59;M15413;M;2974;3093;15640;360;126;0;0;0;0;0;0;
555;24/01/2024 01:59;H29968;H;2975;3094;13680;453;129;0;0;0;0;0;0;
556;24/01/2024 02:59;M15415;M;2974;3094;15390;422;134;0;0;0;0;0;0;
557;24/01/2024 03:59;L47736;L;2975;3094;13570;501;137;0;0;0;0;0;0;
558;24/01/2024 04:59;M15417;M;2975;3094;14330;;139;0;0;0;0;0;0;
559;24/01/2024 05:59;L47738;L;2975;3094;16500;346;142;0;0;0;0;0;0;
560;24/01/2024 06:59;L47739;L;2975;3094;15030;406;144;0;0;0;0;0;0;
561;24/01/2024 07:59;L47740;L;2975;3094;13180;582;146;0;0;0;0;0;0;
562;24/01/2024 08:59;M15421;M;2975;3094;16780;344;148;0;0;0;0;0;0;Verificar vibração
563;24/01/2024 09:59;L47742;L;2976;3095;15740;309;151;0;0;0;0;0;0;
564;24/01/2024 10:59;L47743;L;2977;3096;15290;;153;0;0;0;0;0;0;
565;24/01/2024 11:59;H29978;H;2976;3096;16690;321;155;0;;0;0;0;0;
566;24/01/2024 12:59;H29979;H;2977;3097;15700;358;160;0;;0;0;0;0;
567;24/01/2024 13:59;M15426;M;2976;3097;15410;337;165;0;0;0;0;0;0;
568;24/01/2024 14:59;M15427;M;2977;3097;16800;302;168;0;0;0;0;0;0;
569;24/01/2024 15:59;L47748;L;2978;3097;19350;221;171;0;0;0;0;0;0;
570;24/01/2024 16:59;M15429;M;2977;3096;15960;352;173;0;0;0;0;0;0;
571;24/01/2024 17:59;L47750;L;2977;3097;14980;410;176;0;0;0;0;0;0;
572;24/01/2024 18:59;M15431;M;2978;3098;16760;290;178;0;0;0;0;0;0;
573;24/01/2024 19:59;L47752;L;2978;3099;13510;490;181;0;0;0;0;0;0;Verificar vibração
574;24/01/2024 20:59;L47753;L;2979;3099;14720;450;183;0;0;0;0;0;0;
575;24/01/2024 21:59;M15434;M;2979;3100;14390;417;185;0;0;0;0;0;0;
576;24/01/2024 22:59;M15435;M;2979;3099;14100;554;188;0;0;0;0;0;0;
577;24/01/2024 23:59;H29990;H;2977;3097;14400;511;191;0;0;0;0;0;0;
578;25/01/2024 00:59;L47757;L;2977;3097;15910;377;196;0;0;0;0;0;0;
579;25/01/2024 01:59;L47758;low;2978;3098;15330;368;198;0;0;0;0;0;0;
580;25/01/2024 02:59;M15439;M;2978;3097;17000;313;200;0;0;0;0;0;0;
581;25/01/2024 03:59;M15440;M;2978;3098;17980;255;203;0;0;0;0;0;0;
582;25/01/2024 04:59;L47761;low;2978;3097;13940;429;206;0;0;0;0;0;0;
583;25/01/2024 05:59;L47762;low;2978;3097;13410;492;208;0;0;0;0;0;0;
584;25/01/2024 06:59;H29997;H;2977;3096;16970;322;210;0;0;0;0;0;0;
585;25/01/2024 07:59;H29998;H;2976;3096;14190;482;215;0;0;0;0;0;0;
586;25/01/2024 08:59;L47765;L;2976;3095;20010;205;220;0;0;0;0;0;0;
587;25/01/2024 09:59;L47766;L;2976;3096;15010;498;222;1;0;0;0;1;0;
588;25/01/2024 10:59;H30001;H;2976;3095;16230;331;224;0;0;0;0;0;0;
589;25/01/2024 11:59;L47768;L;2976;3094;16280;334;229;0;0;0;0;0;0;
590;25/01/2024 12:59;L47769;L;2976;3094;14910;402;231;0;0;0;0;0;0;
591;25/01/2024 13:59;L47770;L;2975;3094;15170;367;233;0;0;0;0;0;0;
592;25/01/2024 14:59;H30005;H;2975;3093;15250;417;235;0;0;0;0;0;0;
593;25/01/2024 15:59;H30006;H;2975;3095;16680;279;240;0;0;0;0;0;0;
594;25/01/2024 16:59;L47773;L;2975;3096;13120;507;0;0;0;0;;0;0;
595;25/01/2024 17:59;H30008;H;2976;3096;12780;504;2;0;0;0;0;0;0;
596;25/01/2024 18:59;M15455;M;2976;3096;13300;531;7;0;0;0;0;0;0;
597;25/01/2024 19:59;M15456;M;2976;3096;15300;373;10;0;0;;0;0;0;
598;25/01/2024 20:59;H30011;H;2976;3096;14280;466;13;0;0;0;0;0;0;
599;25/01/2024 21:59;L47778;L;2977;3096;14800;479;18;0;0;0;0;0;0;
600;25/01/2024 22:59;H30013;H;2977;3097;16160;;20;0;0;0;0;0;0;
601;25/01/2024 23:59;L47780;L;2978;3097;15470;373;25;0;0;0;0;0;0;
602;26/01/2024 00:59;L47781;L;2979;3097;21940;168;27;0;0;0;0;0;0;
603;26/01/2024 01:59;L47782;L;2979;3098;20000;213;29;0;0;0;0;0;0;
604;26/01/2024 02:59;L47783;L;2979;3098;13360;716;31;1;0;0;10;0;0;
605;26/01/2024 03:59;L47784;L;2979;3099;15420;338;33;0;0;0;0;0;0;
606;26/01/2024 04:59;M15465;M;2979;3098;16930;299;35;0;0;0;0;0;0;
607;26/01/2024 05:59;L47786;L;2979;3098;14610;505;38;0;0;0;0;0;0;Verificar vibração
608;26/01/2024 06:59;M15467;M;2980;3099;15650;339;40;0;0;0;0;0;0;
